control	depth	Sequence_Identity	Algorithm	False_Point	True_Point	Spiked_Number	minimum_read_support	FDR	Precision	Recall	F1	Sensitivity
positive	100GB	85%	FusionSeeker	17	2	400	99	0.8947368421052632	0.10526315789473684	0.005	0.00954653937947494	0.005
positive	100GB	85%	GFSeeker	1	0	400	99	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	99	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	99	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	37	4	400	99	0.9024390243902439	0.0975609756097561	0.01	0.018140589569161	0.01
positive	100GB	90%	GFSeeker	1	0	400	99	1	0	0	NA	0
positive	100GB	90%	Genion	3	0	400	99	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	53	8	400	99	0.8688524590163934	0.13114754098360656	0.02	0.03470715835140998	0.02
positive	10GB	85%	FusionSeeker	1	0	397	99	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	99	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	99	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	98	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	10	0	400	98	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	98	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	98	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	98	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	15	0	400	98	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	98	1	0	0	NA	0
negative	100GB	90%	Genion	2	0	400	98	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	17	0	400	98	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	98	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	98	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	98	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	2	0	400	98	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	17	2	400	98	0.8947368421052632	0.10526315789473684	0.005	0.00954653937947494	0.005
positive	100GB	85%	GFSeeker	1	0	400	98	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	98	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	98	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	38	4	400	98	0.9047619047619048	0.09523809523809523	0.01	0.01809954751131222	0.01
positive	100GB	90%	GFSeeker	1	0	400	98	1	0	0	NA	0
positive	100GB	90%	Genion	3	0	400	98	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	55	8	400	98	0.873015873015873	0.12698412698412698	0.02	0.03455723542116631	0.02
positive	10GB	85%	FusionSeeker	1	0	397	98	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	98	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	98	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	97	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	10	0	400	97	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	97	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	97	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	97	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	15	0	400	97	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	97	1	0	0	NA	0
negative	100GB	90%	Genion	2	0	400	97	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	17	0	400	97	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	97	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	97	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	97	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	2	0	400	97	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	17	2	400	97	0.8947368421052632	0.10526315789473684	0.005	0.00954653937947494	0.005
positive	100GB	85%	GFSeeker	1	0	400	97	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	97	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	97	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	38	4	400	97	0.9047619047619048	0.09523809523809523	0.01	0.01809954751131222	0.01
positive	100GB	90%	GFSeeker	1	0	400	97	1	0	0	NA	0
positive	100GB	90%	Genion	3	0	400	97	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	56	8	400	97	0.875	0.125	0.02	0.03448275862068966	0.02
positive	10GB	85%	FusionSeeker	1	0	397	97	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	97	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	97	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	96	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	11	0	400	96	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	96	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	96	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	96	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	15	0	400	96	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	96	1	0	0	NA	0
negative	100GB	90%	Genion	2	0	400	96	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	17	0	400	96	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	96	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	96	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	96	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	2	0	400	96	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	17	2	400	96	0.8947368421052632	0.10526315789473684	0.005	0.00954653937947494	0.005
positive	100GB	85%	GFSeeker	1	0	400	96	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	96	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	96	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	39	4	400	96	0.9069767441860465	0.09302325581395349	0.01	0.018058690744920995	0.01
positive	100GB	90%	GFSeeker	1	0	400	96	1	0	0	NA	0
positive	100GB	90%	Genion	3	0	400	96	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	56	8	400	96	0.875	0.125	0.02	0.03448275862068966	0.02
positive	10GB	85%	FusionSeeker	1	0	397	96	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	96	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	96	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	95	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	11	0	400	95	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	95	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	95	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	95	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	15	0	400	95	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	95	1	0	0	NA	0
negative	100GB	90%	Genion	2	0	400	95	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	17	0	400	95	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	95	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	95	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	95	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	95	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	2	0	400	95	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	17	2	400	95	0.8947368421052632	0.10526315789473684	0.005	0.00954653937947494	0.005
positive	100GB	85%	GFSeeker	1	0	400	95	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	95	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	95	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	41	4	400	95	0.9111111111111111	0.08888888888888889	0.01	0.017977528089887642	0.01
positive	100GB	90%	GFSeeker	1	0	400	95	1	0	0	NA	0
positive	100GB	90%	Genion	3	0	400	95	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	57	8	400	95	0.8769230769230769	0.12307692307692308	0.02	0.034408602150537634	0.02
positive	10GB	85%	FusionSeeker	1	0	397	95	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	95	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	95	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	93	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	11	0	400	93	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	93	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	93	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	93	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	15	0	400	93	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	93	1	0	0	NA	0
negative	100GB	90%	Genion	2	0	400	93	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	17	0	400	93	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	93	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	93	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	93	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	93	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	2	0	400	93	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	17	2	400	93	0.8947368421052632	0.10526315789473684	0.005	0.00954653937947494	0.005
positive	100GB	85%	GFSeeker	1	0	400	93	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	93	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	93	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	41	4	400	93	0.9111111111111111	0.08888888888888889	0.01	0.017977528089887642	0.01
positive	100GB	90%	GFSeeker	1	0	400	93	1	0	0	NA	0
positive	100GB	90%	Genion	3	0	400	93	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	58	8	400	93	0.8787878787878788	0.12121212121212122	0.02	0.034334763948497854	0.02
positive	10GB	85%	FusionSeeker	1	0	397	93	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	93	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	93	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	92	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	12	0	400	92	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	92	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	92	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	92	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	15	0	400	92	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	92	1	0	0	NA	0
negative	100GB	90%	Genion	2	0	400	92	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	17	0	400	92	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	92	1	0	0	NA	0
negative	100GB	95%	Genion	1	0	400	92	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	92	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	92	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	92	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	3	0	400	92	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	17	2	400	92	0.8947368421052632	0.10526315789473684	0.005	0.00954653937947494	0.005
positive	100GB	85%	GFSeeker	1	0	400	92	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	92	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	92	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	42	4	400	92	0.9130434782608695	0.08695652173913043	0.01	0.017937219730941707	0.01
positive	100GB	90%	GFSeeker	1	0	400	92	1	0	0	NA	0
positive	100GB	90%	Genion	3	0	400	92	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	59	8	400	92	0.8805970149253731	0.11940298507462686	0.02	0.034261241970021415	0.02
positive	10GB	85%	FusionSeeker	1	0	397	92	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	92	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	92	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	91	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	12	0	400	91	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	91	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	91	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	91	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	15	0	400	91	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	91	1	0	0	NA	0
negative	100GB	90%	Genion	2	0	400	91	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	17	0	400	91	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	91	1	0	0	NA	0
negative	100GB	95%	Genion	1	0	400	91	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	91	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	91	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	91	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	3	0	400	91	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	20	2	400	91	0.9090909090909091	0.09090909090909091	0.005	0.00947867298578199	0.005
positive	100GB	85%	GFSeeker	1	0	400	91	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	91	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	91	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	44	5	400	91	0.8979591836734694	0.10204081632653061	0.0125	0.022271714922049	0.0125
positive	100GB	90%	GFSeeker	1	0	400	91	1	0	0	NA	0
positive	100GB	90%	Genion	3	0	400	91	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	59	9	400	91	0.8676470588235294	0.1323529411764706	0.0225	0.038461538461538464	0.0225
positive	10GB	85%	FusionSeeker	1	0	397	91	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	91	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	91	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	90	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	12	0	400	90	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	90	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	90	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	90	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	16	0	400	90	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	90	1	0	0	NA	0
negative	100GB	90%	Genion	2	0	400	90	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	17	0	400	90	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	90	1	0	0	NA	0
negative	100GB	95%	Genion	1	0	400	90	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	90	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	90	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	90	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	3	0	400	90	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	20	3	400	90	0.8695652173913043	0.13043478260869565	0.0075	0.014184397163120565	0.0075
positive	100GB	85%	GFSeeker	1	0	400	90	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	90	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	90	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	45	5	400	90	0.9	0.1	0.0125	0.022222222222222227	0.0125
positive	100GB	90%	GFSeeker	1	0	400	90	1	0	0	NA	0
positive	100GB	90%	Genion	3	0	400	90	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	59	9	400	90	0.8676470588235294	0.1323529411764706	0.0225	0.038461538461538464	0.0225
positive	10GB	85%	FusionSeeker	1	0	397	90	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	90	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	90	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	89	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	12	0	400	89	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	89	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	89	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	89	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	16	0	400	89	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	89	1	0	0	NA	0
negative	100GB	90%	Genion	2	0	400	89	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	17	0	400	89	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	89	1	0	0	NA	0
negative	100GB	95%	Genion	1	0	400	89	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	89	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	89	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	89	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	3	0	400	89	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	21	3	400	89	0.875	0.125	0.0075	0.014150943396226414	0.0075
positive	100GB	85%	GFSeeker	1	0	400	89	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	89	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	89	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	46	5	400	89	0.9019607843137255	0.09803921568627451	0.0125	0.022172949002217297	0.0125
positive	100GB	90%	GFSeeker	1	0	400	89	1	0	0	NA	0
positive	100GB	90%	Genion	3	0	400	89	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	61	9	400	89	0.8714285714285714	0.12857142857142856	0.0225	0.03829787234042553	0.0225
positive	10GB	85%	FusionSeeker	1	0	397	89	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	89	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	89	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	88	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	12	0	400	88	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	88	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	88	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	88	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	17	0	400	88	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	88	1	0	0	NA	0
negative	100GB	90%	Genion	2	0	400	88	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	17	0	400	88	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	88	1	0	0	NA	0
negative	100GB	95%	Genion	1	0	400	88	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	88	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	88	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	88	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	3	0	400	88	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	21	3	400	88	0.875	0.125	0.0075	0.014150943396226414	0.0075
positive	100GB	85%	GFSeeker	1	0	400	88	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	88	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	88	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	46	5	400	88	0.9019607843137255	0.09803921568627451	0.0125	0.022172949002217297	0.0125
positive	100GB	90%	GFSeeker	1	0	400	88	1	0	0	NA	0
positive	100GB	90%	Genion	3	0	400	88	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	61	10	400	88	0.8591549295774648	0.14084507042253522	0.025	0.042462845010615716	0.025
positive	100GB	95%	Genion	1	0	400	88	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	1	0	397	88	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	88	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	88	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	87	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	12	0	400	87	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	87	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	87	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	87	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	17	0	400	87	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	87	1	0	0	NA	0
negative	100GB	90%	Genion	2	0	400	87	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	17	0	400	87	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	87	1	0	0	NA	0
negative	100GB	95%	Genion	1	0	400	87	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	87	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	87	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	87	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	3	0	400	87	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	21	3	400	87	0.875	0.125	0.0075	0.014150943396226414	0.0075
positive	100GB	85%	GFSeeker	1	0	400	87	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	87	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	87	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	46	5	400	87	0.9019607843137255	0.09803921568627451	0.0125	0.022172949002217297	0.0125
positive	100GB	90%	GFSeeker	1	0	400	87	1	0	0	NA	0
positive	100GB	90%	Genion	3	0	400	87	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	62	10	400	87	0.8611111111111112	0.1388888888888889	0.025	0.04237288135593221	0.025
positive	100GB	95%	Genion	1	0	400	87	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	1	0	397	87	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	87	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	87	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	86	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	12	0	400	86	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	86	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	86	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	86	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	17	0	400	86	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	86	1	0	0	NA	0
negative	100GB	90%	Genion	3	0	400	86	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	17	0	400	86	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	86	1	0	0	NA	0
negative	100GB	95%	Genion	1	0	400	86	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	86	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	86	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	86	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	3	0	400	86	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	21	3	400	86	0.875	0.125	0.0075	0.014150943396226414	0.0075
positive	100GB	85%	GFSeeker	1	0	400	86	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	86	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	86	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	47	5	400	86	0.9038461538461539	0.09615384615384616	0.0125	0.022123893805309734	0.0125
positive	100GB	90%	GFSeeker	1	0	400	86	1	0	0	NA	0
positive	100GB	90%	Genion	3	0	400	86	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	62	10	400	86	0.8611111111111112	0.1388888888888889	0.025	0.04237288135593221	0.025
positive	100GB	95%	Genion	1	0	400	86	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	1	0	397	86	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	86	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	86	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	85	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	12	0	400	85	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	85	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	85	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	85	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	17	0	400	85	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	85	1	0	0	NA	0
negative	100GB	90%	Genion	3	0	400	85	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	17	0	400	85	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	85	1	0	0	NA	0
negative	100GB	95%	Genion	1	0	400	85	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	85	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	85	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	85	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	3	0	400	85	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	22	3	400	85	0.88	0.12	0.0075	0.014117647058823528	0.0075
positive	100GB	85%	GFSeeker	1	0	400	85	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	85	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	85	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	48	5	400	85	0.9056603773584906	0.09433962264150944	0.0125	0.02207505518763797	0.0125
positive	100GB	90%	GFSeeker	1	0	400	85	1	0	0	NA	0
positive	100GB	90%	Genion	3	0	400	85	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	64	10	400	85	0.8648648648648649	0.13513513513513514	0.025	0.042194092827004225	0.025
positive	100GB	95%	Genion	1	0	400	85	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	1	0	397	85	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	85	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	85	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	84	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	12	0	400	84	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	84	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	84	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	84	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	17	0	400	84	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	84	1	0	0	NA	0
